CountryCode,Country,SeriesCode,MDG,Series,1990,Footnotes,Type,1991,Footnotes,Type,1992,Footnotes,Type,1993,Footnotes,Type,1994,Footnotes,Type,1995,Footnotes,Type,1996,Footnotes,Type,1997,Footnotes,Type,1998,Footnotes,Type,1999,Footnotes,Type,2000,Footnotes,Type,2001,Footnotes,Type,2002,Footnotes,Type,2003,Footnotes,Type,2004,Footnotes,Type,2005,Footnotes,Type,2006,Footnotes,Type,2007,Footnotes,Type,2008,Footnotes,Type,2009,Footnotes,Type,2010,Footnotes,Type,2011,Footnotes,Type,2012,Footnotes,Type,2013,Footnotes,Type,2014,Footnotes,Type,2015,Footnotes,Type,2016,Footnotes,Type,2017,Footnotes,Type,2018,Footnotes,Type,2019,Footnotes,Type
516,Namibia,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",6.92,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.86,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.23,,C, , , , , , , , , , , , , , , 
520,Nauru,567,Y,"Proportion of land area covered by forest, percentage",0,,E, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,,E, , , , , , , , , , , , ,0,,E, , , , , , , , , , , , ,0,,E, , , , , , , , , , , , , , , , , , , , , , , , , , , 
520,Nauru,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",157.7,,G,154,,G,143,,G,139.3,,G,132,,G,128.3,,G,121,,G,121,,G,117.3,,G,110,,G,102.7,,G,95.3,,G,91.7,,G,84.3,,G,80.7,,G,88,,G,55,,G,55,,G,55,,G,51.3,,G,55,,G,51.3,,G, , , , , , , , , , , , , , , , , , , , , , , , 
520,Nauru,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",0,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,,C, , , , , , , , , , , , , , , 
524,Nepal,567,Y,"Proportion of land area covered by forest, percentage",33.7,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.3,,C, , , , , , , , , , , , ,25.4,,C, , , , , , , , , , , , ,25.4,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
524,Nepal,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",634.4,,G,960.8,,G,1331.1,,G,1466.8,,G,1697.8,,G,2035.2,,G,2486.2,,G,2783.3,,G,2251.5,,G,3219.6,,G,3234.3,,G,3454.3,,G,2709.9,,G,2951.9,,G,2768.6,,G,3241.6,,G,2662.2,,G,2739.2,,G,3014.3,,G,3619.3,,G,4330.7,,G,4334.4,,G, , , , , , , , , , , , , , , , , , , , , , , , 
524,Nepal,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",7.67,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.57,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22.93,,C, , , , , , , , , , , , , , , 
528,Netherlands,567,Y,"Proportion of land area covered by forest, percentage",10.2,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.6,,C, , , , , , , , , , , , ,10.8,,C, , , , , , , , , , , , ,10.8,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
528,Netherlands,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",158403.4,,G,165154.3,,G,162224.4,,G,164802.3,,G,165312,,G,168304.3,,G,175150.6,,G,167860.6,,G,168821.3,,G,163907.6,,G,165356,,G,168065.9,,G,172026.3,,G,174805.9,,G,176690.7,,G,172022.6,,G,167108.9,,G,171490.9,,G,173163.1,,G,169364.1,,G,181927.2,,G,168007.3,,G, , , , , , , , , , , , , , , , , , , , , , , , 
528,Netherlands,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",4.5,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,11.35,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.06,,C, , , , , , , , , , , , , , , 
530,Netherlands Antilles,567,Y,"Proportion of land area covered by forest, percentage",1.3,,E, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.3,,E, , , , , , , , , , , , ,1.3,,E, , , , , , , , , , , , ,1.3,,E, , , , , , , , , , , , , , , , , , , , , , , , , , , 
530,Netherlands Antilles,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",6215.6,,G,5144.8,,G,4338.1,,G,6721.6,,G,6567.6,,G,6497.9,,G,6138.6,,G,6380.6,,G,282.4,,G,2115.9,,G,5614.2,,G,5716.9,,G,5511.5,,G,5515.2,,G,5786.5,,G,5735.2,,G,5977.2,,G,6725.3,,G,6468.6,,G,6618.9,,G,5185.1,,G,7081,,G, , , , , , , , , , , , , , , , , , , , , , , , 
530,Netherlands Antilles,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",1.48,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.7,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.89,,C, , , , , , , , , , , , , , , 
540,New Caledonia,567,Y,"Proportion of land area covered by forest, percentage",45.9,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,45.9,,C, , , , , , , , , , , , ,45.9,,C, , , , , , , , , , , , ,45.9,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
540,New Caledonia,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",1624.5,,G,1789.5,,G,1771.2,,G,1771.2,,G,1723.5,,G,1730.8,,G,1763.8,,G,1826.2,,G,1804.2,,G,2035.2,,G,2299.2,,G,1906.8,,G,2427.6,,G,2750.3,,G,2552.2,,G,2838.3,,G,2779.6,,G,2944.6,,G,3282,,G,2849.3,,G,3920,,G,3854,,G, , , , , , , , , , , , , , , , , , , , , , , , 
540,New Caledonia,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",0.13,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.22,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,91.03,,C, , , , , , , , , , , , , , , 
554,New Zealand,567,Y,"Proportion of land area covered by forest, percentage",28.8,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,30.9,,C, , , , , , , , , , , , ,31,,C, , , , , , , , , , , , ,30.9,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
554,New Zealand,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",23663.2,,G,24176.5,,G,25130,,G,26904.8,,G,26387.7,,G,27146.8,,G,28767.6,,G,30971.5,,G,29952.1,,G,32717,,G,32896.7,,G,34510.1,,G,33201,,G,33938.1,,G,34759.5,,G,33919.8,,G,33553.1,,G,33648.4,,G,34268.1,,G,32320.9,,G,31748.9,,G,31231.8,,G, , , , , , , , , , , , , , , , , , , , , , , , 
554,New Zealand,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",7.82,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.27,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29.82,,C, , , , , , , , , , , , , , , 
558,Nicaragua,567,Y,"Proportion of land area covered by forest, percentage",37.2,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,31.4,,C, , , , , , , , , , , , ,28.5,,C, , , , , , , , , , , , ,25.7,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
558,Nicaragua,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",2548.6,,G,2005.8,,G,2394.6,,G,2302.9,,G,2541.2,,G,2779.6,,G,2874.9,,G,3142.6,,G,3421.3,,G,3626.7,,G,3762.3,,G,3964,,G,4037.4,,G,4411.4,,G,4426.1,,G,4319.7,,G,4466.4,,G,4605.8,,G,4422.4,,G,4554.4,,G,4624.1,,G,4899.1,,G, , , , , , , , , , , , , , , , , , , , , , , , 
558,Nicaragua,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",7,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.68,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21.96,,C, , , , , , , , , , , , , , , 
562,Niger,567,Y,"Proportion of land area covered by forest, percentage",1.5,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,,C, , , , , , , , , , , , ,1,,C, , , , , , , , , , , , ,1,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
562,Niger,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",832.4,,G,821.4,,G,784.7,,G,880.1,,G,872.7,,G,920.4,,G,1015.8,,G,1012.1,,G,1074.4,,G,1059.8,,G,795.7,,G,759.1,,G,814.1,,G,880.1,,G,964.4,,G,828.7,,G,806.7,,G,821.4,,G,916.8,,G,1151.4,,G,1353.1,,G,1422.8,,G, , , , , , , , , , , , , , , , , , , , , , , , 
562,Niger,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",7.74,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.74,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.61,,C, , , , , , , , , , , , , , , 
566,Nigeria,567,Y,"Proportion of land area covered by forest, percentage",18.9,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.4,,C, , , , , , , , , , , , ,12.2,,C, , , , , , , , , , , , ,9.9,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
566,Nigeria,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",45375.5,,G,45247.1,,G,64883.9,,G,60061.8,,G,46658.9,,G,34917.2,,G,40421.3,,G,40190.3,,G,40183,,G,44788.7,,G,79181.5,,G,83350.9,,G,98125.3,,G,93138.1,,G,97047.2,,G,104696.5,,G,98514,,G,95250.3,,G,92683.4,,G,71788.9,,G,85221.1,,G,88026.3,,G, , , , , , , , , , , , , , , , , , , , , , , , 
566,Nigeria,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",9.64,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10.76,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11.82,,C, , , , , , , , , , , , , , , 
570,Niue,567,Y,"Proportion of land area covered by forest, percentage",80.8,,E, , , , , , , , , , , , , , , , , , , , , , , , , , , ,76.9,,E, , , , , , , , , , , , ,73.1,,E, , , , , , , , , , , , ,73.1,,E, , , , , , , , , , , , , , , , , , , , , , , , , , , 
570,Niue,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",3.7,,G,3.7,,G,3.7,,G,3.7,,G,3.7,,G,7.3,,G,7.3,,G,7.3,,G,7.3,,G,7.3,,G,7.3,,G,7.3,,G,11,,G,11,,G,11,,G,11,,G,11,,G,11,,G,11,,G,11,,G,11,,G,11,,G, , , , , , , , , , , , , , , , , , , , , , , , 
570,Niue,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",0,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.02,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.02,,C, , , , , , , , , , , , , , , 
580,Northern Mariana Islands,567,Y,"Proportion of land area covered by forest, percentage",73.9,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,69.6,,C, , , , , , , , , , , , ,67.4,,C, , , , , , , , , , , , ,65.2,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
580,Northern Mariana Islands,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
580,Northern Mariana Islands,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",0,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.34,,C, , , , , , , , , , , , , , , 
578,Norway,567,Y,"Proportion of land area covered by forest, percentage",30,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,30.6,,C, , , , , , , , , , , , ,31.8,,C, , , , , , , , , , , , ,33.1,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
578,Norway,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",31385.9,,G,31741.6,,G,29655,,G,31965.2,,G,30575.4,,G,31140.2,,G,31330.8,,G,34466.1,,G,36618.7,,G,40978.7,,G,38730.9,,G,41129.1,,G,37495.1,,G,42632.5,,G,42647.2,,G,42438.2,,G,44257,,G,45089.4,,G,50325.9,,G,52240.1,,G,56794.5,,G,45533.1,,G, , , , , , , , , , , , , , , , , , , , , , , , 
578,Norway,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",6.46,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.81,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9.08,,C, , , , , , , , , , , , , , , 
512,Oman,567,Y,"Proportion of land area covered by forest, percentage",0,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,,C, , , , , , , , , , , , ,0,,C, , , , , , , , , , , , ,0,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
512,Oman,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",11386,,G,11771.1,,G,12079.1,,G,13457.9,,G,15306.1,,G,15896.4,,G,15104.4,,G,15485.7,,G,16560.2,,G,20707.5,,G,21895.7,,G,20285.8,,G,25471,,G,32390.6,,G,27986.5,,G,29893.4,,G,39603.6,,G,44590.7,,G,38404.5,,G,38466.8,,G,56292.1,,G,64854.6,,G, , , , , , , , , , , , , , , , , , , , , , , , 
512,Oman,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",0,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.99,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.99,,C, , , , , , , , , , , , , , , 
586,Pakistan,567,Y,"Proportion of land area covered by forest, percentage",3.3,,E, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.7,,E, , , , , , , , , , , , ,2.5,,E, , , , , , , , , , , , ,2.2,,E, , , , , , , , , , , , , , , , , , , , , , , , , , , 
586,Pakistan,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",68565.6,,G,68242.9,,G,72790,,G,78008.1,,G,84839.7,,G,84484,,G,94447.3,,G,94711.3,,G,97663.2,,G,100384.1,,G,106449.3,,G,108282.8,,G,114084,,G,118895.1,,G,131601.3,,G,136636.1,,G,146074.9,,G,158894.8,,G,159070.8,,G,160284.6,,G,162792.8,,G,163452.9,,G, , , , , , , , , , , , , , , , , , , , , , , , 
586,Pakistan,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",7.99,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.02,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.6,,C, , , , , , , , , , , , , , , 
585,Palau,567,Y,"Proportion of land area covered by forest, percentage",82.6,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,87,,C, , , , , , , , , , , , ,87,,C, , , , , , , , , , , , ,87,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
585,Palau,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)", , , , , , ,113.7,,G,110,,G,110,,G,113.7,,G,117.3,,G,117.3,,G,117.3,,G,117.3,,G,117.3,,G,183.4,,G,183.4,,G,190.7,,G,187,,G,190.7,,G,201.7,,G,209,,G,209,,G,209,,G,216.4,,G,223.7,,G, , , , , , , , , , , , , , , , , , , , , , , , 
585,Palau,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",0,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.15,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.24,,C, , , , , , , , , , , , , , , 
591,Panama,567,Y,"Proportion of land area covered by forest, percentage",50.9,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,45.3,,C, , , , , , , , , , , , ,44.5,,C, , , , , , , , , , , , ,43.7,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
591,Panama,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",2768.6,,G,3245.3,,G,4246.4,,G,3942,,G,4338.1,,G,2984.9,,G,4624.1,,G,5647.2,,G,5947.9,,G,5669.2,,G,5790.2,,G,7007.6,,G,5870.9,,G,6153.2,,G,5804.9,,G,6839,,G,7370.7,,G,7198.3,,G,7374.3,,G,8599.1,,G,8866.8,,G,9666.2,,G, , , , , , , , , , , , , , , , , , , , , , , , 
591,Panama,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",4.05,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.37,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.18,,C, , , , , , , , , , , , , , , 
598,Papua New Guinea,567,Y,"Proportion of land area covered by forest, percentage",69.6,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,66.5,,C, , , , , , , , , , , , ,65,,C, , , , , , , , , , , , ,63.4,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
598,Papua New Guinea,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",2141.5,,G,2064.5,,G,2053.5,,G,1994.8,,G,2181.9,,G,2060.9,,G,2189.2,,G,2577.9,,G,2863.9,,G,2445.9,,G,2665.9,,G,3208.6,,G,3487.3,,G,3945.7,,G,4488.4,,G,4385.7,,G,4308.7,,G,6120.2,,G,4796.4,,G,5093.5,,G,4664.4,,G,5229.1,,G, , , , , , , , , , , , , , , , , , , , , , , , 
598,Papua New Guinea,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",0.46,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.65,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.66,,C, , , , , , , , , , , , , , , 
600,Paraguay,567,Y,"Proportion of land area covered by forest, percentage",53.3,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,48.7,,C, , , , , , , , , , , , ,46.5,,C, , , , , , , , , , , , ,44.3,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
600,Paraguay,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",2262.5,,G,2233.2,,G,2621.9,,G,2951.9,,G,3498.3,,G,3964,,G,3751.3,,G,4195,,G,4503.1,,G,4503.1,,G,3689,,G,3821,,G,3898,,G,4070.4,,G,4088.7,,G,3832,,G,3986,,G,4136.4,,G,4352.7,,G,4517.7,,G,5075.1,,G,5298.8,,G, , , , , , , , , , , , , , , , , , , , , , , , 
600,Paraguay,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",2.91,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.08,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.5,,C, , , , , , , , , , , , , , , 
604,Peru,567,Y,"Proportion of land area covered by forest, percentage",54.8,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,54.1,,C, , , , , , , , , , , , ,53.7,,C, , , , , , , , , , , , ,53.1,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
604,Peru,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",21169.6,,G,20417.9,,G,20388.5,,G,23556.8,,G,23230.4,,G,23883.2,,G,24363.5,,G,27407.2,,G,27806.9,,G,29358,,G,30296.8,,G,27165.1,,G,27187.1,,G,26380.4,,G,31895.6,,G,37135.7,,G,35063.9,,G,43208.3,,G,41283.1,,G,51363.7,,G,57857.9,,G,53068.8,,G, , , , , , , , , , , , , , , , , , , , , , , , 
604,Peru,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",3.02,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.58,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.37,,C, , , , , , , , , , , , , , , 
608,Philippines,567,Y,"Proportion of land area covered by forest, percentage",22,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,23.9,,C, , , , , , , , , , , , ,24.8,,C, , , , , , , , , , , , ,25.7,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
608,Philippines,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",41763.5,,G,43930.7,,G,48752.8,,G,49482.5,,G,54799.6,,G,60710.9,,G,62163,,G,71158.1,,G,69240.3,,G,69159.6,,G,73307,,G,71051.8,,G,71337.8,,G,71532.2,,G,74066.1,,G,74832.5,,G,67692.8,,G,69669.3,,G,75943.6,,G,74784.8,,G,81700.8,,G,82012.5,,G, , , , , , , , , , , , , , , , , , , , , , , , 
608,Philippines,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",1.32,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.4,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.44,,C, , , , , , , , , , , , , , , 
616,Poland,567,Y,"Proportion of land area covered by forest, percentage",29.2,4,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,29.8,4,C, , , , , , , , , , , , ,30,4,C, , , , , , , , , , , , ,30.5,4,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
616,Poland,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",368397.8,,G,361628.5,,G,354738.2,,G,353242.1,,G,333942.7,,G,344192,,G,355743,,G,349505.4,,G,325420.6,,G,315714,,G,299278.5,,G,301273.4,,G,294823.1,,G,302241.5,,G,304449,,G,302615.5,,G,319029,,G,314496.6,,G,315417,,G,298244.4,,G,317081.8,,G,317287.2,,G, , , , , , , , , , , , , , , , , , , , , , , , 
616,Poland,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",10.12,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,17.54,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29.31,,C, , , , , , , , , , , , , , , 
620,Portugal,567,Y,"Proportion of land area covered by forest, percentage",36.3,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,37.6,,C, , , , , , , , , , , , ,37.9,,C, , , , , , , , , , , , ,38.1,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
620,Portugal,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",42196.2,,G,43934.3,,G,48195.4,,G,46812.9,,G,47568.3,,G,51924.7,,G,50732.9,,G,53233.8,,G,58055.9,,G,64689.5,,G,62966.1,,G,62863.4,,G,66820.1,,G,61275.6,,G,63175.1,,G,65309.3,,G,59108.4,,G,60864.9,,G,55364.4,,G,54517.3,,G,49588.8,,G,49724.5,,G, , , , , , , , , , , , , , , , , , , , , , , , 
620,Portugal,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",0.58,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.26,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.89,,C, , , , , , , , , , , , , , , 
630,Puerto Rico,567,Y,"Proportion of land area covered by forest, percentage",32.4,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,52.3,,C, , , , , , , , , , , , ,57.3,,C, , , , , , , , , , , , ,62.2,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , 
630,Puerto Rico,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
630,Puerto Rico,616,Y,"Terrestrial and marine areas protected to total territorial area, percentage",0.56,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.59,,C, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.59,,C, , , , , , , , , , , , , , , 
634,Qatar,567,Y,"Proportion of land area covered by forest, percentage",0,,E, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,,E, , , , , , , , , , , , ,0,,E, , , , , , , , , , , , ,0,,E, , , , , , , , , , , , , , , , , , , , , , , , , , , 
634,Qatar,749,Y,"Carbon dioxide emissions (CO2), thousand metric tons of CO2 (CDIAC)",11774.7,,G,17674.9,,G,26802.1,,G,30722.1,,G,30223.4,,G,30824.8,,G,31825.9,,G,36288.6,,G,32401.6,,G,31407.9,,G,34730.2,,G,30362.8,,G,28481.6,,G,36156.6,,G,44392.7,,G,51880.7,,G,56735.8,,G,65239.6,,G,67505.8,,G,71341.5,,G,75279.8,,G,83875.3,,G, , , , , , , , , , , , , , , , , , , , , , , , 
